"B'" "Mixed Product""Dot Product","Side Length"
0.4 1825151.2 -107767.41 150954.69
0.4025 1830011.0 -107312.234 150586.38
0.405 1834794.4 -106857.125 150215.75
0.4075 1839503.9 -106401.94 149842.83
0.41 1844140.5 -105946.7 149467.55
0.4125 1848705.6 -105491.414 149089.95
0.415 1853186.6 -105036.17 148710.06
0.41750002 1857602.5 -104580.875 148327.81
0.42000002 1861944.6 -104125.44 147943.25
0.4225 1866209.9 -103670.125 147556.36
0.425 1870408.9 -103214.69 147167.17
0.4275 1874525.2 -102759.28 146775.61
0.43 1878579.2 -102303.734 146381.72
0.4325 1882551.0 -101848.234 145985.53
0.435 1886461.2 -101392.586 145586.95
0.4375 1890296.8 -100936.984 145186.08
0.44 1894057.8 -100481.34 144782.88
0.4425 1897745.8 -100025.66 144377.34
0.445 1901366.2 -99569.914 143969.44
0.4475 1904921.2 -99114.14 143559.23
0.45000002 1908401.5 -98658.31 143146.66
0.45250002 1911808.5 -98202.54 142731.8
0.455 1915150.8 -97746.54 142314.5
0.4575 1918418.5 -97290.68 141894.98
0.46 1921621.0 -96834.69 141473.05
0.4625 1924752.0 -96378.734 141048.8
0.465 1927820.2 -95922.58 140622.16
0.4675 1930817.2 -95466.47 140193.19
0.47 1933745.8 -95010.305 139761.88
0.4725 1936607.2 -94554.11 139328.23
0.47500002 1939395.5 -94097.875 138892.19
0.47750002 1942122.5 -93641.625 138453.86
0.48000002 1944785.0 -93185.23 138013.12
0.48250002 1947377.2 -92728.88 137570.08
0.485 1949912.0 -92272.42 137124.62
0.4875 1952371.5 -91815.92 136676.83
0.49 1954773.2 -91359.39 136226.69
0.4925 1957106.2 -90902.74 135774.16
0.495 1959377.8 -90446.14 135319.3
0.4975 1961582.5 -89989.43 134862.06
0.5 1963725.5 -89532.59 134402.45
0.5025 1965801.8 -89075.9 133940.47
0.505 1967822.2 -88619.016 133476.16
0.5075 1969776.5 -88162.016 133009.4
0.51 1971663.8 -87705.14 132540.36
0.5125 1973501.0 -87248.086 132068.88
0.515 1975275.0 -86790.914 131594.98
0.5175 1976983.8 -86333.8 131118.75
0.52 1978633.5 -85876.586 130640.2
0.52250004 1980228.5 -85419.31 130159.19
0.525 1981759.5 -84961.98 129675.84
0.52750003 1983236.0 -84504.58 129190.08
0.53 1984654.5 -84047.125 128701.94
0.5325 1986013.5 -83589.61 128211.39
0.535 1987312.8 -83132.0 127718.45
0.5375 1988565.0 -82674.3 127223.086
0.54 1989754.5 -82216.56 126725.38
0.5425 1990893.0 -81758.81 126225.266
0.545 1991979.8 -81300.875 125722.69
0.5475 1993005.5 -80842.94 125217.766
0.55 1993983.5 -80384.9 124710.41
0.5525 1994906.5 -79926.766 124200.66
0.555 1995779.5 -79468.62 123688.45
0.5575 1996604.5 -79010.36 123173.88
0.56 1997368.2 -78552.09 122656.875
0.5625 1998093.0 -78093.664 122137.414
0.565 1998762.0 -77635.16 121615.58
0.5675 1999385.2 -77176.625 121091.31
0.57 1999965.5 -76717.94 120564.6
0.5725 2000493.5 -76259.22 120035.42
0.575 2000981.0 -75800.35 119503.8
0.5775 2001418.2 -75341.41 118969.78
0.58000004 2001808.2 -74882.42 118433.3
0.5825 2002163.5 -74423.32 117894.38
0.58500004 2002469.5 -73964.19 117353.04
0.5875 2002737.8 -73504.84 116809.19
0.59000003 2002964.8 -73045.46 116262.88
0.5925 2003150.5 -72586.02 115714.17
0.595 2003291.0 -72126.44 115162.945
0.5975 2003407.0 -71666.7 114609.234
0.6 2003481.0 -71206.97 114053.08
0.6025 2003512.5 -70747.08 113494.48
0.605 2003518.0 -70287.02 112933.3
0.6075 2003490.5 -69826.92 112369.71
0.61 2003423.8 -69366.734 111803.586
0.6125 2003321.5 -68906.42 111235.02
0.615 2003198.2 -68445.97 110663.91
0.6175 2003043.0 -67985.37 110090.31
0.62 2002858.5 -67524.69 109514.195
0.6225 2002649.0 -67063.9 108935.55
0.625 2002415.0 -66602.95 108354.375
0.6275 2002157.2 -66141.89 107770.71
0.63 2001876.0 -65680.68 107184.484
0.6325 2001572.2 -65219.348 106595.76
